Business_name,positive,negative,factual,opinion,summary1,summary2,summary3
Allison Roth Studio,63.47497815,36.52502185,60.75679876,39.24320124,- I went to Allison Roth Studio to have my Halloween makeup done,"- the studio is small, clean, and super-stylish and the owner is so fantastic","- if you've never tried eyelash extensions, you've GOT to get them."
21st Century Sound & Security,63.4432398,36.5567602,39.42120181,60.57879819,"- I got a car starter installed in December, but the lights came on the way home","- two days later, when I hit the gas, nothing happens","- I take the car back to Jeff to have the starter reinstalled, and he paid the mechanic bill."
Ali Baba,63.41485507,36.58514493,54.76086957,45.23913043,"- All baba's dinner menu includes around 10 entrées and 15 ""à la carte"" items","- hummus, baba fandom, salads and soups were all obviously made in house","- baba fandom, salads and soups were all obviously made in house."
Aldi,63.36543693,36.63456307,58.19755381,41.80244619,- Aldi's is one of my favorite grocery stores to shop at,- they have the best prices on produce hands down,- you can bring your own bags or buy theirs at 6 cents each
A-Boss Opticians,63.31629819,36.68370181,48.82267574,51.17732426,"- the best eyeglass selection, and service, in the Pittsburgh region...without sticker-shock prices","- if you ever need nose pads mounted on plastic frames, definitely go to a boss","- if you need nose pads mounted on plastic frames, definitely go here."
1400 Main Street At Southpointe Town Center,63.29373278,36.70626722,60.62901745,39.37098255,- reviews: the quality of the apartment could be improved in some minor details,- I moved in a week after my official move in date and my apartment was still needing some touch up paint,"- we are currently staying at 1400 Main in a furnished, corporate 2-bedroom apartment."
Aunt Cheryl's Cafe,63.27970876,36.72029124,42.63222789,57.36777211,- Aunt Cheryl's Café is on the street level of a former church in Braddock,"- the food was rather tasty -- red beans and rice, you all -- and the cake was wonderful","- there's Wi-Fi, tasty eats, and friendly staff."
Allen's Spa,63.23809524,36.76190476,46.40079365,53.59920635,- reviews: best eyebrow wax I've ever had and most relaxing pedicures in town,- reviews: pedicure was well done and calf and foot massage was nice,- they open at 11 am on Sundays contrary to what the answering machine says.
Affordable Auto Services,63.23535272,36.76464728,56.3909878,43.6090122,- grammatically correct reviews summarize the following into 3 distinct bullet points,- I couldn't have been more pleased with the cost of my service,- check out affordable auto service 1610 Freeport road in new Kensington.
Anna Skin Care,63.1894872,36.8105128,45.93813131,54.06186869,"- I've been to Anna twice now, once for an express facial and once for the full facial","- I got the Deep Detox, which felt really healing and clarifying for my summer acne",- I've also never had microdermabrasion and have definitely seen a positive difference since.
Allegheny Cemetery,63.14508929,36.85491071,57.19711538,42.80288462,- Père Lachaise cemetery of Pittsburgh is just as beautiful as the famous one in Paris,"- the cemetery itself was gorgeous with marble vaults, buildings, tombstones and statuary",- a family of 15 deer were just relaxing amongst the tombstones.
Ambiance Boutique,63.13999886,36.86000114,59.72040073,40.27959927,- the store is well organized not too overwhelming like most thrift/vintage stores,- the average price was 23-35 and the major designer stuff was between 60-100,- I knocked off one star because I thought the prices were a bit higher than I'm used to in Denver.
Alfred's Deli & Market,63.12978142,36.87021858,51.36885246,48.63114754,"- Located in the original polish neighborhood of Pittsburgh, polish hill is THE ORIGINAL polish deli","- if you are truly looking for AUTHENTIC Polish food, then this is the place you need to be.",
Asiago's,63.1,36.9,55.9037037,44.0962963,"- the food was hot and delicious, and the salads were fresh, and the service was excellent",- I would say 2 out of the 6 had some issue with their meal,- my wife got the ravioli with Gorgonzola sauce and it was perfect.
Alexander's Italian Bistro,63.08255986,36.91744014,46.06080172,53.93919828,"- reviewer: ""if you want a taste of Italy, this is the place"" food was good overall, but the service was rude",- waiter took the cork out of the bottle and set it down on the table and walked away.,
3 Guys Optical,63.04157066,36.95842934,51.25617393,48.74382607,"- 3 guys optical in Oakland, California, offers free eye exam and contact sense fitting","- eyeglasses are my favorite accessory, but for me, it's glasses","- eye doctor was very friendly and professional, and I got my trial contacts right away."
Antiques of Shadyside,63.03813647,36.96186353,51.80601938,48.19398062,- antiques of shady side is one of the best ring stores in the U.S.,- a married couple helped a couple find a ring at the store,- the store has a great selection of antiques and fair prices.
Agnes R  Katz Plaza,63.03194777,36.96805223,58.31725146,41.68274854,- cnn.com's report boot camp challenges reporters to write a review of their favorite places in the city,- ireport.com: do you have a favorite place in the city? Share it with CNN report.,
Affordable Tent & Awnings,63.01414388,36.98585612,56.35,43.65,- affordable tent & awnings has the lowest prices of anyone around,"- the equipment t was in great shape, service was friendly and efficient",- the salesman explained how everything was going to go and didn't disappoint.
Anthropologie,62.95597484,37.04402516,64.87421384,35.12578616,"- the galleria mall is a mystery to me, but it's one of the mall's anchors considering it's not a department store","- the galleria is sort of a mystery to me, but it's one of the mall's anchors considering it's not a department store","- the galleria is sort of a mystery to me, but it's one of the mall's anchors considering it's not a department store."
Advanced Dental Solutions of Pittsburgh,62.91666667,37.08333333,60.72222222,39.27777778,- reviewer was afraid to go to the dentist due to bad experiences in childhood,- he went in a good six months after having broken a molar,- he was able to save his tooth and stop my pain.
5th Avenue Detailing & Car Wash,62.81188725,37.18811275,45.06862745,54.93137255,- Totally impressed with the $99 full auto detailing done,- the most impressive part was the service,- I left a complaint in their phone messaging system hoping to be called back for completion of the job but didn't get a call back yet.
Arefa's Espresso,62.77770147,37.22229853,55.44351263,44.55648737,- reviews: coffee was indeed better than any I have had in Squirrel Hill,- the latte at Area's this morning was one of the worst I've had in a while,- Area's gives you free wireless for 2 hours with each purchase.
Alpine Pools South Hills,62.74296537,37.25703463,66.38961039,33.61038961,- review: Alpine pools installed my inground pool 9 years ago,- review: excellent service on a liner leak,- Found the spot quickly and patched
Aiello's Pizza,62.7306836,37.2693164,50.1910299,49.8089701,"- there are more pizza joints in the 'burgh than anywhere in the nation with 1,000+",- no delivery,- No parking
Area 51 Bbq,62.725667,37.274333,50.35046113,49.64953887,- Area 51 is a new local barbecue restaurant,- the ribs themselves are a perfect balance of tender fall off the bone combined with a chewy seasoned smoked top layer,- the mac n cheese was very cheesy and silky.
Arbors B & B,62.69290123,37.30709877,58.7345679,41.2654321,- summarize the following reviews into 3 distinct bullet points that are grammatically correct and provide clear context,- you can basically come and go as you please so it was very easy,"- the prices are very reasonable, and you are not too far from all the action."
Amy's Hallmark Shop,62.68627816,37.31372184,50.36336757,49.63663243,- if you ever need a gift for someone this is the place to look,- the largest store I've ever seen in which to buy a card for someone is in caste village,"- if you need a card for someone, here you are."
4121 Main,62.65489164,37.34510836,60.14315367,39.85684633,"- 4121 Main is one of my absolute favorite cafés, if just for the coffee itself","- the owners are also florists, and that shows--beautiful seasonal arrangements and decorations",- the only downfall is that there is no free Wi-Fi.
Alpha Athletics: Crossfit 412,62.65191127,37.34808873,53.02000396,46.97999604,"- I highly recommend this gym, whether you are an experienced Cross fitter or new to working out",- Tony and April (the owners) keep a close watch on each members' body mechanics while lifting,- the coaches helped correct old bad habits in training and have helped open my eyes to better nutrition.
Adda Coffee & Tea House,62.57908951,37.42091049,63.60339506,36.39660494,"- reviewer says coffee shop is pretentious, but without the baristas who is a judge and glare at you regardless of what you do like in some other places","- instead the baristas are consistently friendly and down to earth, and the coffee is wonderful (especially the cappuccinos - they have real cappuccinos with correct proportions)",
#1 Cochran Kia - Robinson,62.57852919,37.42147081,46.20103474,53.79896526,- reviewer says he was refused an appointment for his new Sorrento's 1st oil change,- he said he would be cared for within 20 minutes if he showed up on his day off,- reviewer says he's never left with an issue unresolved.
Ambridge Italian Villa,62.52923977,37.47076023,64.98538012,35.01461988,- Stromboli is my favorite place to eat at,- Exceptional variety,"- Delivery is usually quoted at an hour wait, but will often be longer"
Always Open Locksmith,62.45582251,37.54417749,50.64770563,49.35229437,"- Ben came right when he said he would, and got me into my house in 5 seconds",- he arrived on time and was super knowledgeable about the types of locks in our house,- he even answered some other security questions about our home while he was working.
Allegro Hearth Bakery,62.44509657,37.55490343,53.93388556,46.06611444,- allegro has the best bread in Pittsburgh,- it's yeasty and crusty and perfect,- I was not a fan of the cupcakes; the frosting left much to be desired
Aero Tech Designs,62.42175889,37.57824111,53.9460034,46.0539966,"- Aero tech designs has a great selection of cycling apparel - all kinds of styles, colors and sizes","- most importantly, their prices are VERY reasonable and all of their apparel is made in the USA","- if I could give them 10 stars, I would!!"
Al's Cone Zone,62.4196933,37.5803067,51.9503632,48.0496368,"- reviews: peanut butter cookie ice cream sandwich, chocolate chip cookie ice cream sandwich","- ""All's is awesome! If you have an ice cream craving.","- visit all's!"" ""The only reason i didn't give them 5 stars is the parking and pulling out from there can be tricky"" ""the only reason i didn't give them 5 stars is the parking"""
Applebee's Neighborhood Grill & Bar,62.39029791,37.60970209,60.55958132,39.44041868,"- review: ""food was cold and inedible!"" ""Service friendly",- Food just meh,"- Wouldn't walk across the street for it"" ""my dad's burger was pretty huge and the toppings on the bourbon burger made it definitely something different"""
A 1 Garage Door,62.3655303,37.6344697,40.47474747,59.52525253,- reviews: grammatically correct and provide clear context,- Stan arrived at our house a few hours after our initial call,"- gave us a quote, fixed the spring, checked the opener and greased the tracks, rollers and spring."
Alfred Angelo Bridal,62.28095762,37.71904238,55.7998301,44.2001699,"- reviews: ""I was thrilled with the service my girls and I received at Alfred Angelo"" ""my mom's dress looked like it was from Walmart","- the beads were falling off, and you could see all the thread through the dress"" ""I was so excited about these dresses, and I am so disappointed that they arrived like this""",
A & T Nails,62.25608586,37.74391414,58.74131313,41.25868687,"- reviews: fast, great customer service and great price","- ""I have been to A&T Nails twice now","- the staff is VERY friendly, and do great work!"" ""The technician at A&T, a younger girl, was EXTREMELY knowledgeable and informative"""
AdultMart,62.25421063,37.74578937,47.38132816,52.61867184,"- Adult mart is a lot bigger with a larger selection of ""novelties"" ""walking in you are always greeted with a smile, hello, and is there anything I can help you find"" ""they check ID's every time I have gone in""",,
4 Paws Veterinary Care,62.2375731,37.7624269,65.92690058,34.07309942,- 4 Paws Veterinary Care opened in January,- 4 Paws Veterinary Care makes you feel like your pet is their only patient,- take my advice and do not go here
Asian Kitchen,62.23214286,37.76785714,54.53463203,45.46536797,- the red curry with tofu is my favorite,"- the tofu is good, chicken and shrimp are average",- Haven't tried the beef
Aracri's Greentree Inn,62.21367521,37.78632479,52.57692308,47.42307692,"- the owner and his employees are the best!!! They are kind, friendly, and easy to talk to people","- the food was cooked well, but lackluster",- I got veal piñata which mostly had the flavor of flour and beef broth.
Arleo's Pizza,62.20725575,37.79274425,61.48706897,38.51293103,- the way the flavors meld is unheard of in other chains,"- to me, it's like they painted a picture with flavor",- the way the flavors meld is unheard of in other chains
Andrew Leo Hair Salon,62.11771628,37.88228372,49.51745345,50.48254655,- autumn is the only hairdresser I've had who can make my hair look great short,"- the salon is clean, friendly, and reasonably priced compared to other salons of this caliber",- if you are new to the city or are looking for a new place to go 110% go to autumn.
Absolute Ballroom & Dance Center,62.02886905,37.97113095,53.02261905,46.97738095,"- Absolute ballroom isn't the snooty, stuffy dance studio Nurse Matched retired to after her job at the hospital","- the studio offers a wide variety of dances including ballroom, salsa, Tango, and west coast swinging",- the main dance floor is somewhat narrow but has a really nice surface for dancing.
Altar'd State,62.02348317,37.97651683,61.33286572,38.66713428,- a few items have marked with your purchase that a portion of the proceeds go to help needy children,"- the clothes here are cute, but they don't have many things that would be flattering on a full figured person",- there is an awful perfume smell that is overwhelming and makes it hard for me to breathe.
Always Compassionate Veterinary Care,61.98119975,38.01880025,53.79665097,46.20334903,- CNN's report boot camp challenges reporters to write a review of a vet clinic,- the reviews are grammatically correct and provide clear context,- ireport.com: do you have a pet? Share it with the world.
Aurelia's Coffee & Cafe,61.97674419,38.02325581,65.9569952,34.0430048,- three stars because I've never been,- I had a chicken sandwich with thinly sliced green apple and Gouda cheese,- I hope to have one of my wine dinners here
#1 Cochran Subaru,61.97032738,38.02967262,52.04825397,47.95174603,"- reviewer's first few visits were decent, but my last visit was not","- he paid almost 100 bucks for his oil change, tire rotation, etc","- the service however, that's lacking"
Andys Wine Bar,61.95673077,38.04326923,47.69871795,52.30128205,- reviews: nice place to hang out and have a drink between dinner and dessert,"- prices are appropriate to the hotel it's situated in; this is not the Days Inn, folks","- drinks are proper for the most part, food is decent, and the people-watching is always entertaining."
ACE Hotel Pittsburgh,61.95657189,38.04342811,55.8780931,44.1219069,- the Ace Hotel is located on S Whitfield St in the former YMCA building,- the hotel has retained the original black and red tiles in the ballroom as well as in the elevator,"- the bartender was attentive, and the drinks were on point."
All India,61.95294785,38.04705215,58.2589104,41.7410896,"- I've only ever been here for the lunch buffet, and it's pretty good","- there are many different chicken options - Tikki masala, tandoori, regular curry, chili, and sometimes goat and fish.",
Anytime Fitness,61.93657731,38.06342269,53.53994154,46.46005846,- anytime fitness is a personal trainer based in San Francisco,"- anytime fitness offers a variety of workouts, including cardio, the elliptical and treadmill",- anytime fitness is open to all ages and fitness levels.
Al's HVAC Services,61.9080705,38.0919295,52.55675119,47.44324881,"- reviewer: ""if you're not using Al then you're paying too much for less quality work"" reviewer: ""I hope our experience was an anomaly, but buyer beware"" reviewer: ""if you're not using Al then you're paying too much for less quality work""",,
Antoon's Pizza,61.87730612,38.12269388,56.83910534,43.16089466,- the Anton's large plain pie is less than 5 dollars,- the large cheese pizza is $6.00 plus AWESOME! Pizza is actually very good and can't beat the deal,- the pizza is actually very good and can't beat the deal.
Adrian's Pizza and Six Packs,61.87224026,38.12775974,54.39380952,45.60619048,- my girlfriend suggested eating in because it was associated with Marietta Winery,- service was friendly and quick,- we sat in front of the window on a sunny evening
Ann's Spa and Nails,61.86504329,38.13495671,44.62857143,55.37142857,"- the technician was nice, but seemed to just rush and slop through the process",- I don't consider this establishment to be much of a spa,- I wish I would have walked out with my money and the time I wasted.
Anya Salon,61.779326,38.220674,54.16716771,45.83283229,"- reviewer: ""I hate getting my hair cut because no one ever seems to get it right"" ""I felt like a rock star when I walked out of the salon"" ""the staff was really friendly and did a great job on my hair""",,
Amazon Cafe,61.77083333,38.22916667,62.15447154,37.84552846,"- the Amazon café serves up smoothies with the best of them, and provides a small assortment of soups, sandwiches, and wraps to compliment their healthy drinks",- the wraps managed to hold their own - as far as flavor goes - against the marquee smoothies.,
Alan Kells School of Real Estate,61.75416667,38.24583333,48.49166667,51.50833333,"- this is the only Real Estate school I tried, so It's hard to gauge their level of luckiness",- the instructor was excellent and had a strong teaching background,- the weekend courses are definitely worth your time and $$.
Arkham Gift Shoppe,61.74080871,38.25919129,46.94910323,53.05089677,"- a comic book store lives and dies on the strength of its proprietor, and that's what makes Arkham Special","- the store is friendly to your typical male geeks, but feels safe and fun for women and young children as well.",
Alma Pan-Latin Kitchen,61.72061788,38.27938212,56.42764473,43.57235527,- the cantina section of Alma is actually Latin American food focusing on African influenced items,- the vegetarian Torrential de frivolity ($11) is a pan-seared legume cakes served with collard greens and ripe plantains.,
Asian Food Market  Bobae,61.70296717,38.29703283,45.30218855,54.69781145,- grammatically correct reviews provide clear context,- small yet nice Asian store is packed with cooking implements,"- owner's/staff lady is sweet, and will help you find items you might need"
Allegheny Branch YMCA,61.69878747,38.30121253,49.96518654,50.03481346,- I'm still giving this Y five stars because I like the other patrons and the atmosphere so much,- the pool is fine if you aren't really hardcore into swimming,"- if swimming is a major form of exercise for you, it might not be the best pool for your needs."
Allegheny Coffee & Tea Exchange,61.68927649,38.31072351,54.85589346,45.14410654,- Into coffee was really cool and worked really well as an iced drink on a hot day,- the shop in general was really cool and fragrant as well,- the staff is very friendly and always seems like they're willing to help or make a suggestion.
AMF Mt. Lebanon Lanes,61.68625277,38.31374723,51.28233555,48.71766445,- the bowling alley is kind of old and dated and does not appear to be the cleanest,"- the TV screens showing football games, basketball games, etc",- are old
Albert's Lounge,61.60861522,38.39138478,46.16354576,53.83645424,- Albert's is a good dive bar that fits the bill for a great place to drink with friends,"- while it's a smoking bar, half of the bar is designated as non-smoking","- bartender was very nice, but you could tell she's new."
Anthony's Coal Fired Pizza,61.53953666,38.46046334,55.03094102,44.96905898,"- reviews: pizza, two beers, salad, and two craft beers",- place is noisy and not conducive to conversation,"- service was good, but the falling out of her top, overweight manager, was a little overbearing."
Addicted Salon Spa & Tanning,61.51548998,38.48451002,54.41088193,45.58911807,- addicted salon and subsequently Bridgett's stylists are legit awesome,"- if you have ever had a bad experience in a salon or have just felt like the salon wasn't a 'good fit' for you, please check out addicted.",
Artist & Craftsman Supply,61.49119544,38.50880456,53.25210813,46.74789187,- artist & craftsman is the best art shop I've ever been to,- staff is intelligent and totally nerdy about supplies and art which is what I wanted,- prices are typical of a fine arts store and are fair.
AAA Scrap Metals,61.46825397,38.53174603,51.89880952,48.10119048,"- AAA scrap treats ppl like they are family, they unload everything themselves plus pay a very nice price","- AAA scrap treats ppl like they are family, they unload everything themselves plus pay a very nice price.",
Art F X,61.44460979,38.55539021,54.17609127,45.82390873,"- I've always had issues with piercing my ear, and the Pierce Jenny has been the most helpful","- she uses the wrong gauge in multiple piercings, too short of jewelry, and still uses clamps",- I would definitely recommend Jenny for a piercing of any kind.
Apollo Cafe,61.40962598,38.59037402,56.34849562,43.65150438,"- ""apollo"" is one of the best breakfast spots in downtown Pittsburgh","- ""apollo"" opens early for those early workers to have a hot meal before starting the morning shift","- ""no diner-like service would complete without the fast talking always-in-a-hurry blunt order taker"""
Anne Gregory For the Bride,61.37873879,38.62126121,51.07424151,48.92575849,- Anne Gregory is the exact opposite of David's Bridal,"- Gregory's selection of wedding dresses is to die for, and they know exactly what to choose for you",- every dress Gregory chose for me was better than the last.
Allstate Insurance Agent: Jo Snider,61.37019231,38.62980769,52.94871795,47.05128205,- grammatically correct reviews summarize the following into 3 distinct bullet points,- a great family agency that always seems to put my needs first,- there is rarely a time I can't reach the owner and get personal service.
Armstrong's,61.35025063,38.64974937,57.27548037,42.72451963,"- reviews: ""the food is always amazing no matter what you get"" ""I like to try Italian sausage when I go different places,"" says one reviewer","- ""I got them anyway and they were just fine","- not bad, not great...but fried shrimp"""
1947 Tavern,61.32589286,38.67410714,60.71626984,39.28373016,"- this review is for my neighborhood bourbon bar, not my neighborhood dinner spot",- the bartenders get some heat because they take a while to make a drink,"- if you want to drink bourbon in Pittsburgh, there is only one place to do so."
AA Locksmith,61.29386608,38.70613392,51.31573803,48.68426197,- yelp reviews are grammatically correct and provide clear context,- within 30 minutes they showed up with a smile and took care of the problem in no time,- I love these guys
Acapulco Mexican Restaurant & Bar,61.25411088,38.74588912,46.83638713,53.16361287,- the standard fare (combination platters) are Mexican comfort food served in a friendly manner that makes the meal a delight,"- try the Enchiladas Sizes, Chicken Flats, or most one of the combination plates",- they're all good.
Arriviste Coffee Bar,61.20159484,38.79840516,58.2444649,41.7555351,- reviews: Wonderful place to sit and enjoy a latte or espresso,"- atmosphere is good, not much seating, pricing is fair","- there's one for expresses and lattes, coffee, tea, and the few sweet desserts."
Amarabica,61.15907935,38.84092065,58.13507789,41.86492211,"- ""crazy mock"" is a small homely coffee shop with small town character","- the barista was pleasant, and their menu was easy to read",- the atmosphere is nothing special but interesting with bright paint and large designs.
Anastasia's Crown Esthetic services,61.15056818,38.84943182,60.56818182,39.43181818,- Yvette is so friendly and nice that you instantly feel at ease,"- she is thorough, and the waxing goes by fast since she has music playing","- if you are looking for a clean and hygiene studio, this is a place to choose."
Apex Auto Service,61.14148239,38.85851761,44.29429429,55.70570571,- CNN's Nina dos Santos gave this place five stars,- she used the bathroom three times during her three-and-a-half hour visit,"- dos Santos: ""I am not in the business of revealing to men I don't know what I do in the bathroom"""
Alice's diner,61.13771186,38.86228814,55.59981168,44.40018832,- I was served a broken over easy egg and many people served omelettes that were overdone and consisted of a disc of egg with veggies/meat stuck in the middle,- the glass of water they gave me even had what looked like a film of grease on top.,
Apteka,61.12480575,38.87519425,62.26831502,37.73168498,"- ""Apnea"" isn't a good vegan restaurant",- it's a good restaurant,- there's no meat on the menu
Abruzzi Italian Cucina,61.0538737,38.9461263,57.9985119,42.0014881,- Abruzzo's has quickly become my go-to restaurant in the Irwin area,"- their homemade, warm bread always comes to the table first to get your meal started","- their sangria, both the red and the white, are also a homemade recipe."
Anthony Jr's Restaurant & Pizzeria,60.9988438,39.0011562,58.63067155,41.36932845,- Anthony Jr's is a nice place to sit down with the family for a pizza or pasta dinner,- the breadsticks are good,- the stuffed peppers are GREAT
Angelical Touch Massage,60.99865363,39.00134637,48.15929705,51.84070295,"- ""angelical touch"" is the perfect name for Donna's business","- ""I've had several massages before by several other people and no one has ever beat her techniques"" ""when I am done I feel amazing and extremely relaxed!""",
A Peace of Eden Salon and Spa,60.96799797,39.03200203,49.25402461,50.74597539,- reviewer has been going to a peace of Eden hair salon for 1.5 years,- she has not been dissatisfied with her cut and color,"- the interior is modern, spacious, clean, and a more relaxed feel."
Anchor & Anvil Coffee Bar,60.96216104,39.03783896,53.55813492,46.44186508,"- reviews: ""fantastic coffee, tea, dessert, and sandwich café"" ""a great urban gem off the main road of 65 in a cute river town"" ""the chili was very impressed--mild spicy, hearty, and warming""",,
Aerie,60.91742901,39.08257099,56.26381742,43.73618258,"- reviewer: ""from the viewpoint of a gay male, this store does nothing for me"" ""from the standpoint of a gay male, this store does nothing for me...if you know what I mean"" ""it's just a smaller version of an American Eagle store, except more organized""",,
Allegheny Medical,60.91666667,39.08333333,45.36904762,54.63095238,- Allegheny medical is the LAST place anybody wants to go for any type of visit,- johns utter: they are pathetic and have some of the worst attitudes in the office,"-S utter: if I was dying, and they were the last ""medical"" available to keep me alive, get my coffin ready and hole dug."
Aldo Coffee Co,60.88605967,39.11394033,50.63550852,49.36449148,"- the coffee is average, the people are very friendly, but what really sets the place apart is the quiche that they make fresh daily","- if you have a LOT of time to wait in line while the server tries to do too many things at once, don't get any food.",
Armstrong Auto Sales,60.86529356,39.13470644,47.76515152,52.23484848,- the 2008 Ford Escape is a great car,- it needs a lot of work,- Evan still paying on the fuel line
Asian House,60.85575536,39.14424464,51.64113664,48.35886336,- the green curry is maybe the best Thai curry I've had in the area,- the crab Rangoon and fried dumplings are great appetizers,- the shrimp lo mein is my test dish for any new Asian restaurant.
Aptive,60.8514379,39.1485621,47.56605529,52.43394471,- Sam Brooks did an excellent job! He took time to explain the treatment plan and made sure he met my needs,- Active exceeded what my previous pest-control provider did for a better price! Highly recommend,"- he was very thorough, and did not appear rushed."
Athleta,60.82213763,39.17786237,55.37692193,44.62307807,"- Athlete offers a ""reserve in store"" option where you can select up to five items online",- I am obsessed w their products,"- they wash well, wear well, and super chic"
Animal Nature,60.80418755,39.19581245,48.24119349,51.75880651,"- animal nature is an eco-friendly, human-grade, sustainable, organic and fair-trade pet store",- animal nature is a great place to bring your pet with you,- animal nature is a great place to learn more about the products they carry.
Aaron Varga Photography,60.78579365,39.21420635,58.1784127,41.8215873,"- if you're getting married in the Pittsburgh area, go book Aaron Vargas right now",- he's a magician behind the lens and does things you didn't even know you could do without massive amounts of Photoshop,"- if you want the photos that wow strangers, he'll make it more special."
AT&T,60.75712121,39.24287879,52.33414141,47.66585859,- reviews: a newly remodeled store with all the latest gadgets,- a 4K TV that sucks you into a DTV experience,- employees had no idea what they're doing
Auntie Ann's Pretzels,60.75431034,39.24568966,47.75862069,52.24137931,- Auntie Ann's pretzels taste like Windex smells,- Gross + There aunt many places like this around anymore,- I wish this was a little Amish stand because they really make the best lemonade and pretzels.
Altar Bar,60.74002574,39.25997426,51.58622909,48.41377091,- the view of the stage wasn't the best unless you are standing in the front or have one of the few standing spots along the railing on the 2nd floor,- the security/door people were a bunch of rude kids talking crap about how people were dressed and looked.,
Abay Ethiopian Cuisine,60.73470238,39.26529762,55.00079365,44.99920635,- the vegetarian fare we had was full of flavor and lacked the heavy grease/oil that's often found at other Ethiopian restaurants,"- the interior is intimate but not tiny, and you can sit at normal tables or small wicker tables",- the waitress was very attentive and pleasant as we ate.
1 For the Road,60.70605695,39.29394305,55.40609531,44.59390469,- the store itself is probably not how you would picture a 6 pack store that has a bar and food,- the coolers and shelves of beer are where they shine,- the food that I had at their Christmas party this past year was wonderful.
26th Street Market and Cafe,60.68925866,39.31074134,54.17128878,45.82871122,"- reviewer: ""the inconsistency is borderline schizophrenic & that really bums me out"" ""the chicken & tuna salad are fantastic"" ""the menu variety and quality paired with the prices is nearly unbeatable""",,
Antique Mall Ohio River,60.6750744,39.3249256,55.93035714,44.06964286,- reviews: not bad - a ton of stuff but nothing particularly high end,"- store was messy, dirty and cold - there seemed to be almost no heating",- love this place it is huge
21st Street Coffee And Tea,60.61629605,39.38370395,54.18938766,45.81061234,"- reviewer: service is courteous, but not outgoing; coffee is excellent","- reviewer: ""this is a terrific little place that takes its beverages seriously, but not too"" reviewer: ""this is a terrific little place that takes its beverages seriously, but not too""",
Amberson Apartments,60.58489305,39.41510695,54.80392157,45.19607843,"- the apartments were okay, not great but not bad either, I would say just average for the area",- the cons are that the apartment itself is a little bit old,"- No dishwasher or AC, but you get what you paid for."
Anita-Stitch,60.57392214,39.42607786,57.23938224,42.76061776,"- reviews: unhelpful, unhelpful, unprofessional, unprofessional","- Anita is a complete pro to alter or hem anything, whether it be a dress, pants, or fur coat",- I will definitely be back for more alterations in the future.
A2Z Pest Control,60.57210999,39.42789001,42.93479237,57.06520763,- a2z pest control was recommended to me for a mouse problem,"- the company took down dust and sprayed, and we never had an issue with bees again",- I am HIGHLY ALLERGIC to bees and wasps.
Al's Motor Works & Auto Body,60.55642,39.44358,47.53965531,52.46034469,- reviewer's father has been going to Al's for a while,- flange connecting exhaust to muffler rusted all the way through,- reviewer's dad highly recommends for Al is honest and master mechanic.
Affogato,60.55493638,39.44506362,54.16093474,45.83906526,"- I highly recommend this place, it has a unique charm",- I visited this place for the blue ribbon bacon festival,"- I had the plain coffee, and it was a bit more bitter and weak than anything in Texas."
Aseoma,60.54191468,39.45808532,54.2906746,45.7093254,- Aroma is vegetarian friendly and gladly substituted tofu for chicken in lo mein,"- I absolutely love the tacos, especially the Fire meat and the chicken","- I also tried the pad thai which was delicious, tangy, and filling."
Alioto's,60.51084957,39.48915043,49.94172078,50.05827922,- basic pizza + Allots is less than 2 minutes away from my home,- I'm surprised after reading these reviews to see that some folks don't like their pizza,- I think they serve some of the best pie in town.
A'Pizza Badamo,60.509952,39.490048,50.15739695,49.84260305,-B ado's has been my go-to pizza delivery spot for a few weeks,"- this time, the pizza was a bit underdone, and it took FOREVER to be delivered","- if faced with the choice of Beta's or a Singer furry convention, I'd choose this place."
Angelina's Pizzeria,60.48611111,39.51388889,52.77777778,47.22222222,- reviews: pizza is excellent as are the cigar rolls and delivery is reliable,"- the crust was soft, cheese very greasy and the sauce is as good as Vinny's which is rubbish","- food was late, took over an hour and cold."
Afamia Mediterranean Grille,60.43767601,39.56232399,54.65962622,45.34037378,"- baba famous is roasted eggplant blended with Tahini, garlic, and lemon","- baba famous is roasted eggplant blended with Tahini, garlic, and lemon",- baba famous is roasted eggplant blended with a garlic sauce.
Accents In Ink,60.30092278,39.69907722,58.23654244,41.76345756,- accents in ink is one of the best tattoo studios in the U.S.,- for tats and recoloring an old one,- accents in ink is one of the best tattoo studios in the U.S.
20/20 Opticians,60.26399305,39.73600695,51.67689978,48.32310022,- 20/20 opticians helped me find the ideal frames and created the prescription lenses in house,"- ""I've been in desperate need of contacts and my glasses needed upgraded as well"" 20/20 is one of the best opticians in the area.",
4th Avenue Grille,60.20575923,39.79424077,52.44948713,47.55051287,"- 4th & 0 is a great ""bar food"" joint close to my office",- it's not overwhelmed with too many green pepper or onions,- it's a great place for a quick lunch or dinner.
Abbey Cleaners,60.18533158,39.81466842,47.95213,52.04787,"- a relatively new customer, but each time I have walked in the service is wonderful","- the price is average, but you always get your stuff back in a timely manner",- a dry cleaner with friendly owners located in the shopping center with Giant grocery.
Affordable Fence & Railing,60.13668085,39.86331915,52.82691446,47.17308554,- reviewer had a black chain link fence installed in the dead of winter,- the installer showed up and installed on the day we had scheduled in advance,- he told me that it was a waste of my money and that he could leave.
