company_name,positive,negative,factual,opinion,summary1,summary2,summary3,stars
Alder Street Barber,63.58928571,36.41071429,54.64285714,45.35714286,"  gave me a crappy haircut, and he did the same thing to my friend", he gave me a classic hipster haircut  super short on the back and super long on top," if you don't want an undercut, you should consider looking elsewhere.",3.5
Aldi,58.76622725,41.23377275,48.895139,51.104861, wholehead Artisan Salad boxes are great for those who want salad to stay fresh long enough for 1? people to eat it all," I was a loyal Aldi shopper growing up, but he'd never been to one.",,4.5
Aldo Coffee Co,60.88605967,39.11394033,50.63550852,49.36449148," the coffee is average, the people are very friendly, but what really sets the place apart is the quiche that they make fresh daily"," if you have a LOT of time to wait in line while the server tries to do too many things at once, don't get any food.",,4
Aldo Shoes,56.99894593,43.00105407,50.00744048,49.99255952," Aldo has a great selection of shoes, more jewelry than the other stores in Pittsburgh", the staff were truly upbeat and attentive to everything that was going on in the store, the staff was truly upbeat and attentive to everything that was going on in the store.,4.5
Alex and Ani Pittsburgh,58.98474605,41.01525395,53.05827232,46.94172768, the second location opened on April 28th at Ross Park mall, they specialize in bangle style bracelets made out of recycled materials," they also sell necklaces, adjustable rings, candles and even a fragrance scent.",3
Alex's Corner Pizza Shop,67.20879121,32.79120879,63.75198413,36.24801587," reviews the steak hoagie was great, as was the meatball hoagie with no sauce", the pizza however is pretty bad, Maybe it was an off day? Will try once more,2
Alexander's Italian Bistro,63.08255986,36.91744014,46.06080172,53.93919828,"  if you want a taste of Italy, this is the place food was good overall, but the service was rude", waiter took the cork out of the bottle and set it down on the table and walked away.,,4.5
Alexs East End Floral Shoppe,72.28109815,27.71890185,62.75996113,37.24003887, grammatically correct and provide clear context, 'excellent customer service, Great communication' 'my teacher loved the basket of beautiful fresh flowers,3
Alfred Angelo Bridal,62.28095762,37.71904238,55.7998301,44.2001699, reviews I was thrilled with the service my girls and I received at Alfred Angelo my mom's dress looked like it was from Walmart," the beads were falling off, and you could see all the thread through the dress I was so excited about these dresses, and I am so disappointed that they arrived like this",,2
Alfred's Deli & Market,63.12978142,36.87021858,51.36885246,48.63114754," Located in the original polish neighborhood of Pittsburgh, polish hill is THE ORIGINAL polish deli"," if you are truly looking for AUTHENTIC Polish food, then this is the place you need to be.",,5
Ali Baba,63.41485507,36.58514493,54.76086957,45.23913043, All baba's dinner menu includes around 10 entr?s and 15 ?la carte items," hummus, baba fandom, salads and soups were all obviously made in house"," baba fandom, salads and soups were all obviously made in house.",5
"Alicia Romano Photography, LLC",68.92634335,31.07365665,58.61540463,41.38459537," Alicia Romano is a professional, talented and fun photographer", she captured some absolutely beautiful shots of our family and our bulldogs, Alicia posted some sneak peeks on her Facebook page and then overdelivered and surprised me with my album sooner than expected.,5
Alida's Woodfire Cucina,58.73885596,41.26114404,52.5778183,47.4221817, the southern tier 2x IPA was my favorite, the pizzas were all winners and cooked right in view of the tables," the tiramisu was delicate and delicious, but the pecan ball was one of the best desserts.",2.5
Alihan's Mediterranean Cuisine,68.56254724,31.43745276,58.07558579,41.92441421, I'm waiting for the day one takes the victory," I love wellmade pita bread, but hey that's okay", Turkish bread is cool with me,4
All Appliance Repair,52.36010599,47.63989401,42.29093567,57.70906433, grammatically correct review I found Mr, Doyle to be competent and reasonablypriced he neglected to ask what my model number was (1.5 yr old frontload dryer) when I made the appointment," he did not have the proper belt for my model, and had to get it the following day.",5
All Auto Repair,73.05397727,26.94602273,58.97727273,41.02272727," all auto recently replaced my clutch and front brakes, and did a great job"," the shop owner is friendly, candid, and helpful", it's refreshing to work with a mechanic and feel that the work was done well.,5
All Foreign Auto Parts,64.0320262,35.9679738,55.70840682,44.29159318, I was scammed by some scumbag tow truck drivers after a horrific car crash, I found exactly what I needed, Shipped quickly and was packed very well so as not to break,3.5
All God's Creatures,58.92422651,41.07577349,55.90450726,44.09549274, all god's creatures grooms cats and dogs," a lion cut, a bath and trimmed nails are only 40 bucks", a bald spot on a cat's butt has never happened at the groomer.,4
All In Good Taste Productions,64.91163004,35.08836996,56.1790293,43.8209707, cnn.com's report boot camp challenges you to rate a caterer in the Philadelphia area, the company refused to do a tasting before we signed a contract, they were barely responsivetaking 10 days to reply to emails and then rude on the phone.,3.5
All India,61.95294785,38.04705215,58.2589104,41.7410896," I've only ever been here for the lunch buffet, and it's pretty good"," there are many different chicken options  Tikki masala, tandoori, regular curry, chili, and sometimes goat and fish.",,3
All Star Sports Bar & Grill,67.76014109,32.23985891,65.32704744,34.67295256, if you're looking for a place to watch the game or just grab a bite to eat try it out," foodwise, the wings are excellent as are the sandwiches, wraps and burgers"," no matter where you looked you could see a screen, so there wasn't a bad seat in the house.",2.5
All Things Aquatic,56.43000821,43.56999179,41.78626163,58.21373837," reviews a below average instructor, at best, but is even worse at running a business", reviews a scuba instructor is someone you should have complete trust in, a scuba instructor is someone you should have complete trust in.,3.5
All the Best Catering,53.5831044,46.4168956,40.14468864,59.85531136,  eats a box lunch that was ordered for a working lunch meeting yesterday," the box included a can of soda pop, pkg of baby carrots, an apple, a side of Thai peanut noodle salad, a rather large ham and cheese sandwich, utensils, napkin, cookies, a Hershey kiss, a blow pop, a Jolly Rancher, a bag of Cheetos, condiments, napkins, and a",,5
All-Star Athletics & Gymnastics,65.51629743,34.48370257,47.61828368,52.38171632," 's daughter has always loved to tumble, climb, and jump, but her autism meant finding a gym to explore and learn was extremely difficult"," she attended their weeklong day camp last summer, and will go again this year.",,4
AllGood Home Improvements,58.45238095,41.54761905,52.21957672,47.78042328,"  if I could give 0 stars, I would they basically force you into the deal they offer at the time of the estimate or else you pay nearly double this company uses false advertising (60 percent off)",,,4.5
Alla Famiglia,66.45940528,33.54059472,57.23775854,42.76224146, if you're looking for a memorable spot with some of the most delicious actually Italian dishes then look no further than Alley Familiar, for entr? my girlfriend had their AHI Tuna Steak (special) prepared perfectly and with a great lemon butter sauce.,,5
Allcare Health and Rehabilitation,58.43511905,41.56488095,51.68829365,48.31170635, CNN's Nina dos Santos gave chiropractors 5 stars for their care, she was unable to move her neck because of a popped muscle," she went to a chiropractor, and he made her feel better",1
Allegheny Branch YMCA,61.69878747,38.30121253,49.96518654,50.03481346, I'm still giving this Y five stars because I like the other patrons and the atmosphere so much, the pool is fine if you aren't really hardcore into swimming," if swimming is a major form of exercise for you, it might not be the best pool for your needs.",4.5
Allegheny Cemetery,63.14508929,36.85491071,57.19711538,42.80288462, P?e Lachaise cemetery of Pittsburgh is just as beautiful as the famous one in Paris," the cemetery itself was gorgeous with marble vaults, buildings, tombstones and statuary", a family of 15 deer were just relaxing amongst the tombstones.,1.5
Allegheny Center Alliance Church,68.14144045,31.85855955,57.07333754,42.92666246,  I have never been to a better church in my entire life rock is the best, I haven't found another church with such a great motivational speaker I love the socioeconomic and racial diversity,,3.5
Allegheny City Brewing,63.78023337,36.21976663,54.5574297,45.4425703, the most important part of this review can be summed up on 2 wordsDOG, FRIENDLY, Allegheny City Brewing offers flights so you can taste more than 1 before making your decision,1
Allegheny City Market,68.39912281,31.60087719,56.4254386,43.5745614," after relocating from Brooklyn and being spoiled with quality local markets for so many years, I thought the dream was over", but then I found this place and the dream is alive, I'm so happy to have the Allegheny City market just a few blocks from work.,4
Allegheny City Smokehouse,73.03698969,26.96301031,59.595856,40.404144,  says he's had the pleasure of eating one of Jared's onsite smoked whole pigs, he says the grits rocked his world and the smoked cheddar grits were the rage, the kielbasi are different from any other I have had....and is wonderful.,5
Allegheny Coffee & Tea Exchange,61.68927649,38.31072351,54.85589346,45.14410654, Into coffee was really cool and worked really well as an iced drink on a hot day, the shop in general was really cool and fragrant as well, the staff is very friendly and always seems like they're willing to help or make a suggestion.,5
Allegheny Commons Park,66.28357753,33.71642247,55.07936508,44.92063492, the park is a great place to bring the family for a nice summer day outing, there is a small farmer's market that sets up on certain Friday afternoons, the duck pond is a great place to feed the ducks and geese.,2
Allegheny County Courthouse,51.2514786,48.7485214,40.32589048,59.67410952, Allegheny County courts are located in one of the neighboring buildings one of which was the site of the former jail, a real (nonworking) jail cell (1st floor) is free," Occasionally, a K9 officer and his (furry) partner stroll through.",5
Allegheny County Custom's,57.32165404,42.67834596,48.20027195,51.79972805, do yourself a favor and give them a try, you won't be sorry," I love this place, they do excellent body work and service, plus they price everything reasonably",4
Allegheny Fence Construction Co Inc,59.17274306,40.82725694,49.26157407,50.73842593, Allegheny fence removed an old chainlink fence in my backyard, the company sent me a detailed contract with a drawing beforehand, the price was less than half of what the other leading Pittsburgh fence company quoted.,4.5
Allegheny Ford Isuzu Truck Sales,59.78333333,40.21666667,48.18888889,51.81111111, cnn.com's report boot camp challenges reporters to think critically about their vehicles, ireport.com do you have a vehicle to sell? Send it to CNN report, ireport.com do you have a vehicle to sell?,5
Allegheny General Hospital,54.27534652,45.72465348,50.92667114,49.07332886,  was recently involved in an automobile accident, the poor experience with the lack of nursing care was far worse than the car accident," I typically hate hospitals and have had some very bad experiences in many of them, says .",3.5
Allegheny HYP Club,54.57989969,45.42010031,52.40928215,47.59071785," the Scotch was great, and their new executive chef can cook the man is a genius with food"," the egg was a cold, shrunken, disgusting mess, with a greasy sausage patty"," the buffet included juice, coffee, tea, bagels, egg, sausage or ham, and cheese sandwiches.",2.5
Allegheny Ice Cream,64.83124459,35.16875541,53.28163059,46.71836941, Allegheny Ice Cream is a cute little ice cream place near the zoo," the hot fudge tasted nothing like hot fudge I've ever had before, it was almost bitter"," the blizzard was actually good, but the medium is basically the size of a small.",3.5
Allegheny Imaging of McCandless Llc,48.29327526,51.70672474,46.77624349,53.22375651,  I was sent here in 2013 after my doctor had a hard time finding a heartbeat on Doppler, I was sent here after my doctor had a hard time finding a heartbeat on Doppler, I was sent here in 2013 after my doctor had a hard time finding a heartbeat on Doppler.,1
Allegheny Landing,59.8015873,40.1984127,54.8015873,45.1984127," Allegheny Landing is a beautiful space known for its sculpture court, recreational path, and stunning views of Pittsburgh fixtures", park nearby and take a walk," it's beautiful, it's clean, and it's safe.",2
Allegheny Medical,60.91666667,39.08333333,45.36904762,54.63095238, Allegheny medical is the LAST place anybody wants to go for any type of visit, johns utter they are pathetic and have some of the worst attitudes in the office,"S utter if I was dying, and they were the last medical available to keep me alive, get my coffin ready and hole dug.",5
Allegheny Millwork & Lumber,53.76175214,46.23824786,44.12891738,55.87108262, reviews rude over the phone put me on hold for 10 minutes, called twice," Tim, he was rude slammed on hold",3.5
Allegheny North Veterinary Hospital,56.46514207,43.53485793,46.59300919,53.40699081," five stars for service, 5 stars for expertise and 5 stars for price", kitty Mitzi has been losing weight steadily over the past several months," all in all, 5 stars for expertise and 5 stars for price.",5
Allegheny Sandwich Shoppe,65.36816109,34.63183891,51.24569402,48.75430598, the blue cheeseburger and chili cheese fries were at least a 1/2lb patty on a large buttery toasty bun sided with chips and pickle," all in all this place is legit, and I will be returning soon + Allegheny Sandwich Shoppe is my got lunch spot when I have a weekday off work.",,4
Allegheny Smokeworks,66.84951375,33.15048625,56.16610776,43.83389224, Allegheny Smoke works is one of my top 3 favorite cigar stores in the city," the cigar lounge is comfortable, roomy, VERY reasonably priced, and all around perfect"," all you have to do is ask, and the staff will help you find the perfect smoke for you or a friend.",4.5
Allegheny Valley Transfer,53.14106573,46.85893427,50.72844991,49.27155009," 's move was riddled with mistakes, some minor and some major"," At was unprofessional, unable to communicate, and unwilling to make things right when they made mistakes"," At was unprofessional, unable to communicate, and unwilling to make things right when they made mistakes.",2
Allegheny Veterinary Associates,54.19063402,45.80936598,54.70265442,45.29734558, 's dog had torn her other ACL and had surgery two years ago, Allegheny veterinary Associates was super friendly and welcoming, the surgery itself went extremely well and my dog is doing great recovering now.,2
Allegro Hearth Bakery,62.44509657,37.55490343,53.93388556,46.06611444, allegro has the best bread in Pittsburgh, it's yeasty and crusty and perfect, I was not a fan of the cupcakes; the frosting left much to be desired,3.5
Allen's Spa Nail Salon,56.74869866,43.25130134,52.91262406,47.08737594," if I could rate 0 stars, I would", Awful experience! Awful service! Don't waste your time or money! The only way I would ever go back is to DEMAND a refund.,,2.5
Allergy & Clinical Immunology Associates,52.05032468,47.94967532,58.12615163,41.87384837," after being sick for 20 years, I decided to switch to Dr", Plumb, he has a lot of actual clinical knowledge and treatment ideas,3
Alley Way Auto Body,69.67234848,30.32765152,61.20454545,38.79545455, cnn.com readers can summarize the following reviews into 3 distinct bullet points, summarize the following reviews into 3 distinct bullet points that are grammatically correct, cnn.com readers can summarize the following reviews into 3 distinct bullet points.,3.5
Allison McGeary Events,55.85175463,44.14824537,50.52892143,49.47107857, 's only complaint was that she couldn't do the flowers for her wedding,  the service was disappointing," after learning of comparable services, also overpriced  I was blown away by how well she took care of me and my party",3.5
Allison Roth Studio,63.47497815,36.52502185,60.75679876,39.24320124, I went to Allison Roth Studio to have my Halloween makeup done," the studio is small, clean, and superstylish and the owner is so fantastic"," if you've never tried eyelash extensions, you've GOT to get them.",1.5
Allstar Arbor Tree Service,57.00618341,42.99381659,55.50532725,44.49467275, cnn.com's report boot camp challenges you to rate a tree removal company, cnn.com's report boot camp challenges reporters to rate a tree removal company, cnn.com's boot camp challenges reporters to rate a tree removal company.,3.5
Allure,66.37456361,33.62543639,55.66929665,44.33070335, grammatically correct reviews provide clear context, allure is the best boutique in Pittsburgh, I've stopped in a few times and though it's not my style I have made purchases for other people.,5
Alma Pan-Latin Kitchen,61.72061788,38.27938212,56.42764473,43.57235527, the cantina section of Alma is actually Latin American food focusing on African influenced items, the vegetarian Torrential de frivolity ($11) is a panseared legume cakes served with collard greens and ripe plantains.,,4
Alpha Athletics: Crossfit 412,62.65191127,37.34808873,53.02000396,46.97999604," I highly recommend this gym, whether you are an experienced Cross fitter or new to working out", Tony and April (the owners) keep a close watch on each members' body mechanics while lifting, the coaches helped correct old bad habits in training and have helped open my eyes to better nutrition.,4
Alphonso and Son,65.2,34.8,57.6,42.4,  was able to give a great referral to PST landscaping," workers did a very good job, but the final bill was over $200 more than what was quoted", I had them rebuild a retaining wall and landscape my yard.,5
Altar Bar,60.74002574,39.25997426,51.58622909,48.41377091, the view of the stage wasn't the best unless you are standing in the front or have one of the few standing spots along the railing on the 2nd floor, the security/door people were a bunch of rude kids talking crap about how people were dressed and looked.,,4
Altar'd State,62.02348317,37.97651683,61.33286572,38.66713428, a few items have marked with your purchase that a portion of the proceeds go to help needy children," the clothes here are cute, but they don't have many things that would be flattering on a full figured person", there is an awful perfume smell that is overwhelming and makes it hard for me to breathe.,4
Alterations Express,58.55716766,41.44283234,54.20341117,45.79658883," excellent service, very friendly and responsive, everything was available when they said it would be", I brought over 10 items to be tailored that I've been holding onto for a few years, I found the quality to be far superior to my previous tailor.,3.5
Altius,66.59246032,33.40753968,58.10299423,41.89700577,"  I honestly hadn't heard of this place until I went on open table looking to make anniversary reservations the goose duck, which was truly outstanding", I ate all of it, and I rarely eat meat the view was amazing and probably worth going just for a drink,2
Alto Lounge,57.72278912,42.27721088,63.92857143,36.07142857,"  this place had potential when I saw it the concept is great and lacking on Walnut, a decent priced lounge catering to the just out of college crowd the staff, at times, can be kind of cold and don't think you'll be able to have any sort of conversation",,,3.5
Altvater's Auto Sales,47.45775463,52.54224537,58.42824074,41.57175926, reviews unbelievably horrible attitude from atrocious woman in charge at front desk, I bought a car with a promise there was nothing wrong with the engine, I lost jobs and rental car fees due to them taking over a week to put a radiation on.,3.5
Always Compassionate Veterinary Care,61.98119975,38.01880025,53.79665097,46.20334903, CNN's report boot camp challenges reporters to write a review of a vet clinic, the reviews are grammatically correct and provide clear context, ireport.com do you have a pet? Share it with the world.,4.5
Always Open Locksmith,62.45582251,37.54417749,50.64770563,49.35229437," Ben came right when he said he would, and got me into my house in 5 seconds", he arrived on time and was super knowledgeable about the types of locks in our house, he even answered some other security questions about our home while he was working.,3
Amani Coffee House & Cafe,70.91857731,29.08142269,58.393592,41.606408, stumbled on this place after finding Penn Brewery closed for lunch, the staff is always friendly and fun, they offer a great variety of drinks  those seeking caffeine or not  teas and fruit drinks.,4
Amato's Pizza,54.57615891,45.42384109,55.44365079,44.55634921, reviews worst pizza I have ever tried, it was so bland with almost no flavor, staff was extremely rude to the point of being near hostile,3.5
Amazing Books & Records,66.45030992,33.54969008,56.66115702,43.33884298, amazing books is true to its name, go visitthere's always parking within a block of the store," in a moderately sized space, packed with books from floor to ceiling, you can find a long wall of fiction",3
Amazing Cafe,63.58033407,36.41966593,56.40834445,43.59165555, reviews solid vegetarian food made with fresh ingredients and a friendly smile, the peace pizza was also quite leafy and felt pretty comfortable to eat, the a?i bowl was not particularly easy to eat by hand.,4
Amazing Journeys,64.2964436,35.7035564,53.2157688,46.7842312, the level of detail they put into every trip is insurmountable to any other travel company, I have just completed my 5th trip with Amazing Journeys and getting ready for the 6th one to Australia/New Zealand in 2016, I have met some fantastic new friends from all over!!,1
Amazing Lash Studio - Robinson Township,72.23609571,27.76390429,65.22135994,34.77864006,"  amazing lash studio in settlers ridge is nothing short of amazing this was my first lash experience and everyone was super friendly and explained everything my lash expert, Mo, took care of my nerves as I have never had a service like this before",,,2.5
Amazing Wok,58.59195821,41.40804179,57.6909621,42.3090379," the food is absolutely delicious, and it's the fastest delivery I have ever experienced", general Tsar's chicken had as much breading as meat and was not spicy, the duck was the real disappointment.,4.5
Amazing Yoga,58.46758566,41.53241434,54.53935452,45.46064548, amazing yoga is by far the best yoga studio I have been to in Pittsburgh, the studio is clean and well maintained  instructors are awesome and so are the girls that work the desk," for yogis looking for a great hot yoga class south of the Mon, this is your spot.",3
Amazon Cafe,61.77083333,38.22916667,62.15447154,37.84552846," the Amazon caf?serves up smoothies with the best of them, and provides a small assortment of soups, sandwiches, and wraps to compliment their healthy drinks", the wraps managed to hold their own  as far as flavor goes  against the marquee smoothies.,,4
Amberson Apartments,60.58489305,39.41510695,54.80392157,45.19607843," the apartments were okay, not great but not bad either, I would say just average for the area", the cons are that the apartment itself is a little bit old," No dishwasher or AC, but you get what you paid for.",3
Ambiance Boutique,63.13999886,36.86000114,59.72040073,40.27959927, the store is well organized not too overwhelming like most thrift/vintage stores, the average price was 2335 and the major designer stuff was between 60100, I knocked off one star because I thought the prices were a bit higher than I'm used to in Denver.,3.5
Ambiance Hair & Nail Gallery,70.42609232,29.57390768,60.41578576,39.58421424, Ambiance is a terrific beauty salon, the staff is very professional and the decor of the shop is warm and nicely inviting, eyebrow waxing is the only service that I enjoyed but will update this review as I began to get other services.,4
Amel's Restaurant,67.98822188,32.01177812,61.32978723,38.67021277, Camels is a great Mediterranean restaurant, the atmosphere inside the restaurant area is very fitting for the type of food they are serving, the staff is very nice and the food is so good,3.5
America's Best Contacts & Eyeglasses,55.19844473,44.80155527,53.30987808,46.69012192, reviews this was the worst costumer service experiences I've had in my entire life," a lady at the reservation desk frowned, snarled, and barked commands like we were in a prison", the downtown office has ruined America's Best for me forever.,5
American Airlines,57.40344014,42.59655986,48.5684716,51.4315284, cnn.com's report boot camp challenges reporters to be more flexible, ireport.com do you fly with a company that uses American Airlines? ireport.com do you fly with a company that uses American?,,4
American Apparel,58.38716931,41.61283069,56.94338624,43.05661376," American Apparel is a great place to windowshop, however, everything is overwhelmingly overpriced"," American Apparel is a great place to windowshop, however, because everything is overwhelmingly overpriced.",,4.5
American Cafe,57.25781642,42.74218358,46.85602472,53.14397528," if you don't give the American caf?at least 3 stars, then you're just a commie pinko spy", the American is a great classic dive bar," the smoke in there though is a killer, and it could use a little sprucing up.",3.5
American Eagle Outfitters,54.25810658,45.74189342,54.1765873,45.8234127," the main manager is the worst of all, the next manager down isn't any better"," the scheduling manager is possibly the worst of all, he refuses to work when an employee texts him when he's off work", the staff they hire go on to either being a complete copy of the managers or completely hating them.,5
American Freight Furniture and Mattress,54.33019131,45.66980869,41.85121569,58.14878431,"  the service is good here, but they only care about your money I have had a problem with a sinking mattress which was replaced with another delivery charge if something is under warranty they charge you a delivery charge each time it needs to be replaced",,,4.5
American Home Services,54.62959012,45.37040988,31.16596639,68.83403361,"  they are just one guy who sells projects, then tries to pull together enough workers"," he will lie about actual costs, he will overpromise and under deliver, he says"," he is not to be trusted,  says.",3.5
American Income Life Insurance,57.52844888,42.47155112,50.15056022,49.84943978,  free child safety kits are a trap by this company to get your information, why would you buy a life insurance for yourself to help your kids pay for funeral arrangements? I'm totally freaked out how this company has every piece of information about me,,3
American Laser Skincare,57.22582973,42.77417027,45.30844156,54.69155844, 's legs have a weird pattern of hyper and hypo pigmentation, American laser center isn't the location's fault as much as it is the entire company's fault," the staff is awesome, however the product isn't.",4.5
American Mold Remediation,55.3607465,44.6392535,49.83172303,50.16827697, cnn.com's report boot camp challenges reporters to share their experiences with mold remediation, ireport.com do you have a mold problem? Share yours with CNN report, ireport.com do you have a mold problem? Share your experience.,5
American Natural,57.40372911,42.59627089,47.4491521,52.5508479, American natural is one high class filling station and a welcome addition to Pittsburgh," in the morning they sell amazing breakfast sandwiches with turkey sausage, egg and cheese", they also sell natural gas for hybrid and cars than run strictly on clean natural gas.,4
American Wills & Estates,54.13739081,45.86260919,48.36754491,51.63245509," 's father's estate was under $10,000, and he told her he was wasting his time", he raised his voice to her throughout the call, he was unkind and unapologetic.,4.5
American Window Industries,54.5414576,45.4585424,38.1272137,61.8727863, a window that the owner said they didn't need to replace broke about a week later, a window that the owner said they didn't need to replace broke about a week later, American windows industries is a company that preys on people who don't ask too much.,3
Amili's Pizzeria,58.94413781,41.05586219,55.16207311,44.83792689, the food tasted absolutely TERRIBLE, the pizza wasn't even cut all the way through, Not worth the wait,5
Amo's Pizza,52.50517598,47.49482402,51.29917184,48.70082816," AMO's didn't impress, and the service backs up my low review"," instead of 4, I had 8 tiny squares (3x3 inches) bland crust, bland sauce, bland cheese"," despite this failure of resources, maybe my pizza will rock.",2
Amtrak,53.65808824,46.34191176,58.83986928,41.16013072, a disappointing Amtrak station, trains were on time for both trips, service on the train is MUCH better than I remember,4.5
Amy Yester,53.60526316,46.39473684,60.81578947,39.18421053,  compassion is a humane quality of understanding the suffering of others," it also means to do something about feeling sorry, to be affected by their situation"," when we feel true compassion, we will be moved inwardly,  says.",5
Amy's Hallmark Shop,62.50205277,37.49794723,46.71343537,53.28656463, if you ever need a gift for someone this is the place to look, the largest store I've ever seen in which to buy a card for someone is in caste village," if you need a card for someone, here you are.",4.5
Anastasia's Crown Esthetic services,61.15056818,38.84943182,60.56818182,39.43181818, Yvette is so friendly and nice that you instantly feel at ease," she is thorough, and the waxing goes by fast since she has music playing"," if you are looking for a clean and hygiene studio, this is a place to choose.",3.5
Anderson Jim Auto,54.42574179,45.57425821,49.76594066,50.23405934,  says he was ripped off by a shop that told him he had lifetime warranty," efficient and expert auto service, fair prices, says "," everyone who wants to avoid bankruptcy needs to find a good independent shop, says .",4
Andora,55.23580034,44.76419966,58.4939759,41.5060241," reviewers have been to this charming old inn many times, and almost every time, they are pleased"," the food is poor, undercooked bread, bland soup, boring menu", Too bad,3.5
Andrew John Salon,56.24298228,43.75701772,62.55505952,37.44494048, I had a horrible haircut and would not recommend this salon to anyone, the stylist cut the one side my of bangs so short (and right at my part) that it looked like a nub on my forehead," the ambiance is superbsmall, quaint, and not full of egos.",2.5
Andrew Leo Hair Salon,62.11771628,37.88228372,49.51745345,50.48254655, autumn is the only hairdresser I've had who can make my hair look great short," the salon is clean, friendly, and reasonably priced compared to other salons of this caliber", if you are new to the city or are looking for a new place to go 110% go to autumn.,3.5
Andrew's Steak and Seafood,59.38320858,40.61679142,53.55662393,46.44337607, the steakhouse is tastefully decorated and feels upscale like it should," the casino is kept in the casino and if you didn't walk through it, you would never know that it is right outside the door", the steak wasn't memorable in any capacity (not even in presentation),3
Andy Warhol Bridge,59.30782985,40.69217015,49.39346885,50.60653115, the Andy Warhol bridge is the middle bridge in the set of triplet bridges, it's painted Aztec gold as most bridges in this city, the museum is the largest museum in the world dedicated to the works of a single artist.,3.5
Andy's Sushi Bar,57.99380466,42.00619534,52.3425656,47.6574344," Andy the Sushi Guy is fast, entertaining, friendly and does not skimp on ingredients", his special of the day is usually a AUTO make extraordinaire, what's not to like about more ingredients that you can stick on the outside of a sushi roll?,3
Andy's Taylor,58.87609484,41.12390516,52.06391154,47.93608846," reviews timely, courteous, and reasonably priced", customer service is not important here; expect a LONG wait, customer service is not important here; there are 2 high school aged workers doing the pinning and helping customers.,5
Andys Wine Bar,61.95673077,38.04326923,47.69871795,52.30128205, reviews nice place to hang out and have a drink between dinner and dessert," prices are appropriate to the hotel it's situated in; this is not the Days Inn, folks"," drinks are proper for the most part, food is decent, and the peoplewatching is always entertaining.",2.5
Angel Nails,54.01489286,45.98510714,51.30331985,48.69668015, the wait time for my manicure was short and the place was clean, my review is not on the service of the nail technician but on the business," I have been getting manicures for 14 years, in multiple cities and never have I EVER come across a salon that charges an extra $3.00 for being a new customer",4.5
Angelina's Pizzeria,71.96428571,28.03571429,61.42857143,38.57142857, reviews pizza is excellent as are the cigar rolls and delivery is reliable, reviews pizza is excellent as are the cigar rolls and delivery is reliable, reviews solid food delivery for Mt,5
Angelo's Pizzeria,53.41974237,46.58025763,55.58146356,44.41853644, a quick bite at a pizza place in Bloomfield was easily one of the worst meals that I have ever had the pleasure to pay for," while the people running the shop were lovely, it was easily one of the worst meals that I have ever had the pleasure to pay for.",,5
Angels Automotive Service,56.62878788,43.37121212,42.31452456,57.68547544," the exterior is a bit Dodge, the interior a bit scrappy, but it's a garage not a hotel", the shop allows you to bring aftermarket parts and charges a reasonable labor charge.,,4
Angkor Restaurant,54.36709449,45.63290551,64.52132937,35.47867063," I have only had food from the lunch menu, so my review is limited to that", service here is friendly and efficient, the tofu in the curries/stir fries are done well,4.5
Animal Advocates Thrift Shoope,57.41630897,42.58369103,55.05411255,44.94588745," I'm allergic to cats, so I was pretty much fighting the sniffles and hacking the rest of the afternoon"," this place is a mustgo to place as it's a good cause, and they have some really nice things", they also have some pet supplies too so you can buy clothes for your dog without feeling guilty you bought clothes for your dog.,5
Animal Elegance,64.43760889,35.56239111,54.66027875,45.33972125, I recently adopted an overweight Respond named Drachma," she seemed to enjoy the company of other animals, due to the owner working with her", i wholeheartedly trust Animal Elegance to take proper care of my little furry friends.,4.5
Animal Friends,57.60537348,42.39462652,54.56842818,45.43157182, a 3monthold chihuahua was rescued from a cage by an animal friend employee, the worker told us not to touch the animals every time," this place needs to receive an extreme staff and policy makeover, the owner says.",5
Animal Nature,60.80418755,39.19581245,48.24119349,51.75880651," animal nature is an ecofriendly, humangrade, sustainable, organic and fairtrade pet store", animal nature is a great place to bring your pet with you, animal nature is a great place to learn more about the products they carry.,4.5
Ann's Spa and Nails,61.86504329,38.13495671,44.62857143,55.37142857," the technician was nice, but seemed to just rush and slop through the process", I don't consider this establishment to be much of a spa, I wish I would have walked out with my money and the time I wasted.,4.5
Anna Skin Care,63.1894872,36.8105128,45.93813131,54.06186869," I've been to Anna twice now, once for an express facial and once for the full facial"," I got the Deep Detox, which felt really healing and clarifying for my summer acne", I've also never had microdermabrasion and have definitely seen a positive difference since.,4.5
Anna's Animals,68.60839599,31.39160401,62.97932331,37.02067669, Anna has been helping us with Bucky since spring of 2010," she is reliable, and always able to help out in a pinch"," when Bucky was sick, she took care of him and even cleaned up after him.",3
Anne Gregory For the Bride,61.37873879,38.62126121,51.07424151,48.92575849, Anne Gregory is the exact opposite of David's Bridal," Gregory's selection of wedding dresses is to die for, and they know exactly what to choose for you", every dress Gregory chose for me was better than the last.,3.5
Anthony Coccagno - Certified iCracked Technician,70.31020022,29.68979978,42.19480519,57.80519481, summarize the following reviews into 3 distinct bullet points that are grammatically correct and provide clear context," reviews On time, professional, explained exactly what he was doing, gave me a lifetime guarantee!",,5
Anthony's Barber Shop,60.06107391,39.93892609,54.16666667,45.83333333,  says he's been going to Anthony's barber shop since he was a little kid, the barbers at Anthony's do it well and clean me up well enough," if it's packed with people, you're probably better off going to Sport Clips.",2.5
